"","modelIdx","stdMake","stdModel","cp","amo","Segment","Subsegment","var","highprice","meanprice","lowprice"
"393",747,"Porsche","Porsche Boxster","PorschePorsche Boxster",3666,"Sports Car","Compact Sports",44,10.72,8.18238636363636,5.98
"394",771,"SAIC","Roewe 550","SAICRoewe 550",182,"Passenger Car","Midsize",241,2.598,1.47792531120332,0.998
"395",824,"SGM-Chevrolet","Chevrolet Aveo","SGM-ChevroletChevrolet Aveo",11,"Passenger Car","Compact Upper",94,1.148,0.914042553191489,0.739
"396",825,"SGM-Chevrolet","Chevrolet Captiva","SGM-ChevroletChevrolet Captiva",4470,"SUV","Large SUV",35,2.638,2.12085714285714,1.799
"397",837,"SGM-Wuling","Wuling Rongguang","SGM-WulingWuling Rongguang",131431,"Van","Mini Van",332,0.55,0.485990963855422,0.378
"398",865,"Shanghai Volkswagen Skoda","Skoda Yeti","Shanghai Volkswagen SkodaSkoda Yeti",8731,"SUV","Midsize SUV",95,2.418,1.97905263157895,1.298
"399",896,"Southeast","Southeast V6 Lingshi","SoutheastSoutheast V6 Lingshi",112,"Passenger Car","Compact",124,1.148,0.90416935483871,0.748
"400",911,"Subaru","Subaru Forester","SubaruSubaru Forester",11001,"SUV","Midsize SUV",200,3.698,2.8305,2.298
"401",916,"Subaru","Subaru XV","SubaruSubaru XV",2128,"Passenger Car","Compact",83,2.378,2.1858313253012,1.898
"402",942,"Toyota","Toyota Sequoia","ToyotaToyota Sequoia",81,"SUV","Large SUV",55,11,7.20454054054054,3.135
"403",948,"Dongfeng Nissan","Venucia D50","Dongfeng NissanVenucia D50",2870,"Passenger Car","Compact",96,0.888,0.783208333333333,0.678
"404",964,"Volkswagen","Volkswagen Phaeton","VolkswagenVolkswagen Phaeton",361,"Luxury Car","Large Luxury",131,25.318,11.8713282442748,6.76
"405",992,"Haima","Haima Aishang","HaimaHaima Aishang",657,"Passenger Car","Compact Mini",18,1.238,0.445777777777778,0.358
"406",999,"Zhengzhou Nissan","Nissan NV200","Zhengzhou NissanNissan NV200",4771,"MPV","Midsize MPV",130,1.428,1.12776923076923,0.798
"407",1008,"Zhonghua","Zhonghua Grandeur","ZhonghuaZhonghua Grandeur",176,"Passenger Car","Midsize",226,2.528,1.50543362831858,0.988
"408",1080,"BMW","BMW M3","BMWBMW M3",117,"Luxury Car","Compact Luxury",32,12.97,11.18275,9.68
"409",1097,"Dongfeng Nissan","Nissan Bluebird","Dongfeng NissanNissan Bluebird",25739,"Passenger Car","Midsize",72,2.538,1.72513888888889,1.059
"410",1124,"Beijing Mercedes-Benz","Mercedes-Benz GLK-Class","Beijing Mercedes-BenzMercedes-Benz GLK-Class",2,"Luxury SUV","Midsize Luxury SUV",42,5.58,4.70285714285714,3.78
"411",1130,"Fujian Mercedes-Benz","Mercedes-Benz Vito","Fujian Mercedes-BenzMercedes-Benz Vito",4567,"MPV","Large MPV",56,3.89,3.46036363636364,2.99
"412",1146,"Audi","Audi S8","AudiAudi S8",14,"Luxury Car","Large Luxury",14,19.88,19.8407142857143,19.8
"413",1209,"BMW","BMW 2 Series","BMWBMW 2 Series",2463,"Luxury Car","Compact Luxury",26,4.29,3.47996153846154,2.76
"414",1212,"Audi","Audi S6","AudiAudi S6",123,"Luxury Car","Midsize Luxury",20,14,12.3356,9.998
"415",1230,"Dongfeng Peugeot","Peugeot 2008","Dongfeng PeugeotPeugeot 2008",7810,"SUV","Compact SUV",62,1.637,1.25201612903226,0.997
"416",1251,"BMW","MINI JCW Countryman","BMWMINI JCW Countryman",3,"SUV","Compact SUV",10,4.56,4.304,4.16
"417",1266,"Ford","Ford Expedition","FordFord Expedition",1,"SUV","Large SUV",4,8.2,8.2,8.2
"418",1308,"Porsche","Porsche Macan","PorschePorsche Macan",17065,"Luxury SUV","Compact Luxury SUV",6,5.88,5.73,5.58
"419",1371,"Brabus","Brabus GL-class","BrabusBrabus GL-class",1,"Luxury SUV","Large Luxury SUV",10,19.3,19.25,19.2
"420",1478,"Audi","Audi RS7","AudiAudi RS7",41,"Luxury Car","Large Luxury",7,18.98,17.812,16.988
"421",1480,"Beijing Hyundai","Hyundai ix25","Beijing HyundaiHyundai ix25",30101,"SUV","Compact SUV",60,1.868,1.55733333333333,1.198
"422",1486,"BYD","BYD G5","BYDBYD G5",611,"Passenger Car","Compact",48,1.029,0.895666666666667,0.759
"423",1507,"JAC","JAC Refine S5","JACJAC Refine S5",2610,"SUV","Compact SUV",90,1.895,1.17636666666667,0.895
"424",1529,"BYD","BYD Tang","BYDBYD Tang",5219,"SUV","Midsize SUV",14,5.188,3.19957142857143,2.513
"425",1582,"Ford","Lincoln MKC","FordLincoln MKC",9864,"Luxury SUV","Compact Luxury SUV",34,4.858,3.88652941176471,2.988
"426",1683,"GAC Gonow","GAC Gonow Yimei","GAC GonowGAC Gonow Yimei",2,"Van","Mini Van",76,0.968,0.413973684210526,0.298
"427",1712,"FAW Car","Besturn B30","FAW CarBesturn B30",8086,"Passenger Car","Compact",31,0.928,0.792193548387097,0.658
"428",1740,"Changan Car","Changan Benni","Changan CarChangan Benni",11793,"Passenger Car","Compact Mini",189,0.599,0.479015873015873,0.299
"429",1757,"Dongfeng","Fengshen A30","DongfengFengshen A30",908,"Passenger Car","Compact",50,0.857,0.7522,0.597
"430",1767,"Zhonghua","Zhonghua V3","ZhonghuaZhonghua V3",19489,"SUV","Compact SUV",80,1.177,0.8305,0.657
"431",1768,"Zotye","Zotye Yun100","ZotyeZotye Yun100",785,"Passenger Car","Compact Mini",6,1.699,1.62566666666667,1.589
"432",1772,"Changan Car","Changan Alsvin V7","Changan CarChangan Alsvin V7",25980,"Passenger Car","Compact",82,0.879,0.716804878048781,0.529
"433",1781,"Jaguar","Jaguar XE","JaguarJaguar XE",2563,"Luxury Car","Midsize Luxury",16,6.1,4.76375,3.98
"434",1835,"Dongfeng Nissan","Venucia T70","Dongfeng NissanVenucia T70",30410,"SUV","Compact SUV",52,1.338,1.15426923076923,0.898
"435",1873,"Foton","Foton Jiatu","FotonFoton Jiatu",7245,"Van","Mini Van",120,0.799,0.473483333333333,0.338
"436",1893,"Nissan","Infiniti Q50","NissanInfiniti Q50",412,"Luxury Car","Midsize Luxury",32,5.498,4.278,3.258
"437",1957,"Mercedes-Benz","Mercedes-Benz V-Class","Mercedes-BenzMercedes-Benz V-Class",28,"MPV","Large MPV",NA,NA,NA,NA
"438",1969,"Changan Mazda","Mazda 3 Axela","Changan MazdaMazda 3 Axela",60880,"Passenger Car","Midsize",73,1.629,1.38995890410959,1.129
"439",1971,"Changan Mazda","Mazda 3 Xingcheng","Changan MazdaMazda 3 Xingcheng",269,"Passenger Car","Midsize",94,1.538,1.20353191489362,0.948
"440",2015,"Huasong","Huasong 7","HuasongHuasong 7",3072,"MPV","Midsize MPV",NA,NA,NA,NA
"441",2022,"Chevrolet","Chevrolet Suburban","ChevroletChevrolet Suburban",7,"SUV","Large SUV",NA,NA,NA,NA
"442",2034,"Greatwall","Haval H6 Couple","GreatwallHaval H6 Couple",48254,"SUV","Midsize SUV",73,1.718,1.46704109589041,1.228
"443",2041,"McLaren","McLaren 540C","McLarenMcLaren 540C",38,"Sports Car","Large Sports",3,22.5,22.5,22.5
"444",2052,"Zotye","Zotye E30","ZotyeZotye E30",382,"Passenger Car","Compact Mini",4,1.798,1.648,1.198
"445",2083,"SAIC","Roewe 360","SAICRoewe 360",29084,"Passenger Car","Midsize Basic",33,1.299,0.931121212121212,0.759
"446",2084,"Zotye","Zotye D1","ZotyeZotye D1",610,"Passenger Car","Compact Mini",3,1.588,1.588,1.588
"447",2111,"Chery Jaguar Land Rover","Land Rover Discovery Sport","Chery Jaguar Land RoverLand Rover Discovery Sport",21559,"Luxury SUV","Midsize Luxury SUV",19,5.18,4.39157894736842,3.68
"448",2123,"Changan Car","Changan CX70","Changan CarChangan CX70",54491,"SUV","Midsize SUV",12,0.849,0.769,0.689
"449",2131,"Changhe","Changhe Q25","ChangheChanghe Q25",3440,"SUV","Compact SUV",21,0.759,0.634714285714286,0.559
"450",2132,"Dongfeng Honda","Honda Greiz","Dongfeng HondaHonda Greiz",18556,"Passenger Car","Compact",30,1.198,0.992,0.798
"451",2174,"BAIC Yinxiang","BAIC Huansu H3F","BAIC YinxiangBAIC Huansu H3F",8806,"MPV","Midsize MPV",6,0.678,0.638,0.588
"452",2192,"SGM-Chevrolet","Chevrolet Malibu XL","SGM-ChevroletChevrolet Malibu XL",15749,"Passenger Car","Midsize Upper",32,2.699,2.23025,1.799
"453",2205,"BAIC Motor","BAIC BJ80","BAIC MotorBAIC BJ80",730,"SUV","Large SUV",6,2.98,2.905,2.83
"454",2230,"GQ Honda","Honda Avancier","GQ HondaHonda Avancier",36766,"SUV","Large SUV",14,3.298,2.82528571428571,2.2
"455",2232,"JAC","JAC Refine M4","JACJAC Refine M4",10606,"MPV","Midsize MPV",14,1.498,1.23371428571429,0.998
"456",2235,"Jinbei","Jinbei Diazi","JinbeiJinbei Diazi",965,"SUV","Compact SUV",4,0.988,0.903,0.798
"457",2261,"ENRANGER","ENRANGER G5","ENRANGERENRANGER G5",934,"SUV","Midsize SUV",28,0.938,0.808,0.698
"458",2271,"Kangdi","Kangdi K10","KangdiKangdi K10",3,"Passenger Car","Compact Mini",NA,NA,NA,NA
"459",2305,"Dongfeng Honda","Honda Gienia","Dongfeng HondaHonda Gienia",15964,"Passenger Car","Compact",10,1.279,1.101,0.899
"460",2326,"Kangdi","Kangdi K12","KangdiKangdi K12",3,"Passenger Car","Compact Mini",NA,NA,NA,NA
"461",2346,"Kangdi","Kangdi K11","KangdiKangdi K11",22,"Passenger Car","Compact Mini",NA,NA,NA,NA
"462",2349,"Changan Car","Changan Ruixing S50","Changan CarChangan Ruixing S50",2984,"MPV","Midsize MPV",26,0.819,0.714384615384615,0.589
"463",2369,"SAIC","Roewe eRX5","SAICRoewe eRX5",6280,"SUV","Midsize SUV",7,2.968,2.79142857142857,2.659
"464",2424,"JAC","JAC Refine S7","JACJAC Refine S7",3670,"SUV","Midsize SUV",15,1.738,1.33266666666667,0.978
"465",2541,"Dongfeng Nissan","Nissan Kicks","Dongfeng NissanNissan Kicks",629,"SUV","Compact SUV",4,1.348,1.218,0.998
"466",2547,"Greatwall","WEY VV7","GreatwallWEY VV7",5278,"SUV","Midsize SUV",6,1.888,1.77633333333333,1.678
"467",2549,"Jinbei","Jinbei F50","JinbeiJinbei F50",1237,"MPV","Midsize MPV",5,0.809,0.711,0.599
"468",2553,"SGM-Wuling","Baojun 310 Wagon","SGM-WulingBaojun 310 Wagon",9220,"Passenger Car","Compact",3,0.568,0.498,0.428
"469",2614,"Changan Car","Changan Oushang A800","Changan CarChangan Oushang A800",151,"MPV","Midsize MPV",20,1.199,0.844,0.599
"470",2639,"Shuanghuan","Hongxing X1","ShuanghuanHongxing X1",1,"Passenger Car","Compact Mini",NA,NA,NA,NA
"471",2,"Honda","Acura MDX","HondaAcura MDX",147,"Luxury SUV","Midsize Luxury SUV",65,9.4,8.12215384615385,6.7
"472",12,"Aston Martin","Aston Martin Rapide","Aston MartinAston Martin Rapide",78,"Sports Car","Large Sports",15,42.8,36.1616,29.88
"473",16,"Audi","Audi A1","AudiAudi A1",1296,"Luxury Car","Compact Luxury",82,3.3,2.52916883116883,1.998
"474",24,"Audi","Audi A8","AudiAudi A8",5632,"Luxury Car","Large Luxury",27,15.8,12.2996296296296,8.98
"475",28,"Audi","Audi Q7","AudiAudi Q7",9220,"Luxury SUV","Large Luxury SUV",216,25.78,10.741115,3.779
"476",36,"BAIC Motor","BAIC E Series","BAIC MotorBAIC E Series",48,"Passenger Car","Compact",96,2.498,0.79475,0.458
"477",48,"Beijing Hyundai","Hyundai i30","Beijing HyundaiHyundai i30",1,"Passenger Car","Compact Basic",99,1.418,1.18608080808081,0.998
"478",55,"Beijing Hyundai","Hyundai Tucson","Beijing HyundaiHyundai Tucson",60184,"SUV","Midsize SUV",177,2.418,1.90366101694915,1.599
"479",74,"BMW","BMW X3","BMWBMW X3",19762,"Luxury SUV","Midsize Luxury SUV",100,8.42,6.11496,4.21
"480",87,"Buick","Buick Enclave","BuickBuick Enclave",326,"SUV","Large SUV",30,6.49,5.66833333333333,4.99
"481",100,"BYD","BYD F3","BYDBYD F3",62582,"Passenger Car","Midsize Basic",362,1.078,0.714266288951841,0.499
"482",124,"Changan Car","Changan CS35","Changan CarChangan CS35",61904,"SUV","Compact SUV",109,0.989,0.872394495412844,0.689
"483",136,"Changan Car","Changan Taurus","Changan CarChangan Taurus",2,"Van","Mini Van",48,0.589,0.520166666666667,0.459
"484",147,"Changan Mazda","Mazda 2","Changan MazdaMazda 2",1,"Passenger Car","Compact",193,1.158,0.947559585492228,0.758
"485",189,"Changhe","Changhe Furuida","ChangheChanghe Furuida",12287,"Van","Mini Van",289,0.569,0.392335640138408,0.288
"486",273,"Dongfeng Citroen","Citroen C-Quatre","Dongfeng CitroenCitroen C-Quatre",10319,"Passenger Car","Midsize",244,1.658,1.26402049180328,0.988
"487",285,"Dongfeng Honda","Honda Ciimo","Dongfeng HondaHonda Ciimo",11,"Passenger Car","Midsize",36,1.198,1.112,0.999
"488",288,"Dongfeng Honda","Honda Elysion","Dongfeng HondaHonda Elysion",21182,"MPV","Large MPV",109,3.358,2.9677247706422,2.498
"489",298,"Dongfeng Nissan","Nissan Sunny","Dongfeng NissanNissan Sunny",21687,"Passenger Car","Midsize Basic",151,1.898,1.07140397350993,0.798
"490",321,"Dongfeng Yueda Kia","Kia K3","Dongfeng Yueda KiaKia K3",65029,"Passenger Car","Midsize",141,1.508,1.24587878787879,0.968
"491",379,"FAW Toyota","Toyota Corolla","FAW ToyotaToyota Corolla",180176,"Passenger Car","Midsize",374,1.998,1.48086096256684,1.078
"492",387,"FAW Toyota","Toyota Vios","FAW ToyotaToyota Vios",57730,"Passenger Car","Compact Upper",336,1.95,1.08325595238095,0.698
"493",390,"FAW Mazda","Mazda 8","FAW MazdaMazda 8",62,"MPV","Midsize MPV",33,2.598,2.38042424242424,2.198
"494",456,"GAC Toyota","Toyota Highlander","GAC ToyotaToyota Highlander",58239,"SUV","Large SUV",184,4.298,3.21946739130435,2.398
"495",475,"Geely","Englon SC6","GeelyEnglon SC6",7,"Passenger Car","Compact",12,0.608,0.563,0.538
"496",478,"Geely","Englon TX4","GeelyEnglon TX4",2,"Passenger Car","Compact",44,2.28,2.19363636363636,2.08
"497",520,"Honda","Honda Civic","HondaHonda Civic",7,"Passenger Car","Midsize",143,7.95,2.65728671328671,1.95
"498",527,"Huatai","Huatai Boliger","HuataiHuatai Boliger",111,"SUV","Midsize SUV",112,2.297,1.43039285714286,0.737
"499",528,"Huatai","Huatai Lusheng","HuataiHuatai Lusheng",16,"Passenger Car","Compact",33,0.897,0.753,0.618
"500",539,"Hyundai","Hyundai Grand SantaFe","HyundaiHyundai Grand SantaFe",405,"SUV","Midsize SUV",135,4.548,3.49515555555556,2.56
"501",543,"Hyundai","Hyundai Sonata","HyundaiHyundai Sonata",2,"Passenger Car","Midsize Upper",16,3.6,2.9095,2
"502",544,"Hyundai","Hyundai Veloster","HyundaiHyundai Veloster",120,"Passenger Car","Sporty",57,2.198,1.858,1.498
"503",580,"Jinbei","Jinbei Granse","JinbeiJinbei Granse",11334,"MPV","Midsize MPV",591,2.718,1.70234686971235,0.898
"504",685,"Mercedes-Benz","Mercedes-Benz GL AMG","Mercedes-BenzMercedes-Benz GL AMG",4,"Luxury SUV","Large Luxury SUV",7,21.48,20.36,19.8
"505",712,"Mitsubishi","Mitsubishi Pajero","MitsubishiMitsubishi Pajero",2709,"SUV","Midsize SUV",123,6.5,4.75913821138211,3.68
"506",720,"Nissan","Nissan 370Z","NissanNissan 370Z",1,"Sports Car","Compact Sports",27,6.68,6.21155555555556,5.25
"507",751,"Porsche","Porsche Cayenne","PorschePorsche Cayenne",15608,"Luxury SUV","Large Luxury SUV",40,9.72,7.92,0
"508",772,"SAIC","Roewe 750","SAICRoewe 750",24,"Passenger Car","Midsize",151,2.768,2.1597880794702,1.628
"509",816,"SGM-Buick","Buick Encore","SGM-BuickBuick Encore",27283,"SUV","Compact SUV",56,1.969,1.65292857142857,1.399
"510",818,"SGM-Buick","Buick Excelle GT","SGM-BuickBuick Excelle GT",204875,"Passenger Car","Midsize Basic",115,1.897,1.48847826086957,1.099
"511",821,"SGM-Buick","Buick LaCrosse","SGM-BuickBuick LaCrosse",50346,"Passenger Car","Midsize Upper",193,3.699,2.67075647668394,2.098
"512",827,"SGM-Chevrolet","Chevrolet Epica","SGM-ChevroletChevrolet Epica",1,"Passenger Car","Midsize",111,1.969,1.44787387387387,1.088
"513",832,"SGM-Wuling","Baojun 630","SGM-WulingBaojun 630",707,"Passenger Car","Midsize Basic",102,0.958,0.757705882352941,0.598
"514",833,"SGM-Wuling","Wuling Hongguang","SGM-WulingWuling Hongguang",281504,"MPV","Compact MPV",417,0.793,0.562268585131894,0.418
"515",842,"Shanghai Volkswagen","Volkswagen Cross Lavida","Shanghai VolkswagenVolkswagen Cross Lavida",1328,"Passenger Car","Midsize",39,1.719,1.62310256410256,1.489
"516",844,"Shanghai Volkswagen","Volkswagen Gran Lavida","Shanghai VolkswagenVolkswagen Gran Lavida",23284,"Passenger Car","Midsize",146,1.639,1.41790410958904,1.129
"517",847,"Shanghai Volkswagen","Volkswagen Passat Lingyu","Shanghai VolkswagenVolkswagen Passat Lingyu",17,"Passenger Car","Midsize Upper",170,3.18,2.16891764705882,1.698
"518",851,"Shanghai Volkswagen","Volkswagen Santana Vista","Shanghai VolkswagenVolkswagen Santana Vista",11,"Passenger Car","Midsize Basic",101,1.328,1.02322772277228,0.85
"519",861,"Shanghai Volkswagen Skoda","Skoda Octavia","Shanghai Volkswagen SkodaSkoda Octavia",52944,"Passenger Car","Midsize",368,2.109,1.46803260869565,0.998
"520",863,"Shanghai Volkswagen Skoda","Skoda Rapid","Shanghai Volkswagen SkodaSkoda Rapid",29014,"Passenger Car","Midsize Basic",118,1.169,0.98035593220339,0.799
"521",871,"Shuguang","Shuguang Qisheng","ShuguangShuguang Qisheng",1,"SUV","Midsize SUV",46,1.328,1.12495652173913,0.938
"522",882,"Skoda","Skoda Yeti","SkodaSkoda Yeti",2,"SUV","Midsize SUV",48,4.4,3.888,2.93
"523",899,"Southeast Mitsubishi","Mitsubishi Fortis","Southeast MitsubishiMitsubishi Fortis",81,"Passenger Car","Compact",40,1.498,1.23175,0.988
"524",901,"Southeast Mitsubishi","Mitsubishi Lancer","Southeast MitsubishiMitsubishi Lancer",26,"Passenger Car","Compact",136,1.258,0.979838235294118,0.768
"525",906,"Ssangyong","Ssangyong Korando","SsangyongSsangyong Korando",733,"SUV","Compact SUV",89,2.598,1.8587191011236,1.398
"526",910,"Subaru","Subaru BRZ","SubaruSubaru BRZ",340,"Sports Car","Compact Sports",18,2.878,2.75688888888889,2.69
"527",913,"Subaru","Subaru Legacy","SubaruSubaru Legacy",529,"Passenger Car","Midsize",122,4.028,3.00698333333333,2.198
"528",914,"Subaru","Subaru Outback","SubaruSubaru Outback",4065,"SUV","Large SUV",109,4.498,3.46300917431193,2.8
"529",941,"Toyota","Toyota Previa","ToyotaToyota Previa",941,"MPV","Large MPV",46,6.11,5.19469565217391,4.688
"530",950,"Dongfeng Nissan","Venucia R50","Dongfeng NissanVenucia R50",6461,"Passenger Car","Midsize Basic",96,0.888,0.783208333333333,0.678
"531",957,"Volkswagen","Volkswagen Golf","VolkswagenVolkswagen Golf",267,"Passenger Car","Midsize",279,5.2,3.15176344086022,2.18
"532",960,"Volkswagen","Volkswagen Magotan","VolkswagenVolkswagen Magotan",1,"Passenger Car","Midsize Upper",26,4.398,3.75953846153846,2.918
"533",1011,"Zhonghua","Zhonghua H320","ZhonghuaZhonghua H320",29,"Passenger Car","Compact Upper",20,0.788,0.713,0.638
"534",1013,"Zhonghua","Zhonghua H530","ZhonghuaZhonghua H530",1965,"Passenger Car","Midsize",117,1.398,1.02064957264957,0.798
"535",1026,"Zotye","Zotye Z200","ZotyeZotye Z200",1,"Passenger Car","Compact Basic",94,0.766,0.593531914893617,0.436
"536",1073,"GAC Mitsubishi","Mitsubishi Outlander","GAC MitsubishiMitsubishi Outlander",36919,"SUV","Midsize SUV",9,2.238,1.90022222222222,1.598
"537",1122,"Beijing Mercedes-Benz","Mercedes-Benz C-Class","Beijing Mercedes-BenzMercedes-Benz C-Class",73507,"Luxury Car","Compact Luxury",179,5.99,3.9282905027933,3.08
"538",1217,"Citroen","Citroen C4 Aircross","CitroenCitroen C4 Aircross",183,"Passenger Car","Midsize",33,2.798,2.42224242424242,1.998
"539",1242,"BAIC Motor","BAIC Senova D70","BAIC MotorBAIC Senova D70",349,"Passenger Car","Midsize Upper",96,2.158,1.8105,1.398
"540",1247,"BMW","MINI Countryman","BMWMINI Countryman",2512,"SUV","Compact SUV",80,4.15,3.27725,2.59
"541",1257,"Changan Car","Changan CS75","Changan CarChangan CS75",102228,"SUV","Midsize SUV",96,1.848,1.24841666666667,0.788
"542",1280,"Haima","Haima M8","HaimaHaima M8",262,"Passenger Car","Midsize",36,1.668,1.29688888888889,1.068
"543",1306,"NLM Motor","Qiteng M70","NLM MotorQiteng M70",409,"Van","Mini Van",20,0.359,0.359,0.359
"544",1315,"SGM-Chevrolet","Chevrolet Trax","SGM-ChevroletChevrolet Trax",12729,"SUV","Compact SUV",25,1.639,1.3094,0.999
"545",1477,"Audi","Audi RS6","AudiAudi RS6",76,"Luxury Car","Midsize Luxury",12,15.98,11.4133333333333,10
"546",1483,"BMW","BMW M4","BMWBMW M4",437,"Luxury Car","Compact Luxury",18,19.9,10.887,9.27
"547",1484,"BMW","BMW X4","BMWBMW X4",5953,"Luxury SUV","Midsize Luxury SUV",19,7.74,6.32947368421053,5.3
"548",1485,"Brabus","Brabus G-class","BrabusBrabus G-class",5,"Luxury SUV","Large Luxury SUV",NA,NA,NA,NA
"549",1487,"BYD","BYD S7","BYDBYD S7",9569,"SUV","Midsize SUV",50,1.599,1.257,1.069
"550",1518,"Tesla","Tesla Model X","TeslaTesla Model X",3754,"SUV","Midsize SUV",10,14.795,10.9928,7.544
"551",1523,"Honda","Acura TLX","HondaAcura TLX",45,"Luxury Car","Midsize Luxury",8,4.39,4.144,3.898
"552",1534,"Changan Ford","Ford Escort","Changan FordFord Escort",127943,"Passenger Car","Compact",20,1.223,1.083,0.968
"553",1543,"GAC Toyota","Toyota Levin","GAC ToyotaToyota Levin",81118,"Passenger Car","Compact",174,1.618,1.31185057471264,1.078
"554",1562,"Renault","Renault Captur","RenaultRenault Captur",849,"SUV","Compact SUV",11,1.888,1.628,1.398
"555",1675,"GAC","Trumpchi GA6","GACTrumpchi GA6",8826,"Passenger Car","Midsize",47,1.968,1.42863829787234,1.028
"556",1780,"Nissan","Infiniti ESQ","NissanInfiniti ESQ",1231,"Luxury SUV","Compact Luxury SUV",12,2.998,2.23966666666667,1.898
"557",1782,"Land Rover","Land Rover Discovery Sport","Land RoverLand Rover Discovery Sport",64,"Luxury SUV","Midsize Luxury SUV",6,6.18,5.88,5.58
"558",1829,"Geely","Geely Haoqing SUV","GeelyGeely Haoqing SUV",55,"SUV","Midsize SUV",21,1.529,1.41185714285714,1.229
"559",1839,"Chery Jaguar Land Rover","Land Rover Range Rover Evoque","Chery Jaguar Land RoverLand Rover Range Rover Evoque",10875,"Luxury SUV","Compact Luxury SUV",22,5.78,4.84181818181818,3.98
"560",1840,"Mercedes-Benz","Mercedes-Benz GLA-Class","Mercedes-BenzMercedes-Benz GLA-Class",81,"Luxury SUV","Compact Luxury SUV",5,3.98,3.5472,2.898
"561",1854,"Dongfeng","Future Joyear SUV","DongfengFuture Joyear SUV",1924,"SUV","Compact SUV",12,0.989,0.899,0.809
"562",1925,"Kia","Kia K9","KiaKia K9",15,"Passenger Car","Large",12,7.588,6.507,5.58
"563",1928,"BAIC Motor","BAIC ES Series","BAIC MotorBAIC ES Series",1,"Passenger Car","Compact",4,3.469,3.469,3.469
"564",1931,"Chery","Karry K50","CheryKarry K50",7575,"MPV","Compact MPV",124,0.738,0.589612903225806,0.448
"565",1936,"Nissan","Infiniti Q30","NissanInfiniti Q30",1662,"Luxury Car","Compact Luxury",11,3.898,3.06963636363636,2.498
"566",1954,"Jaguar","Jaguar F-Pace","JaguarJaguar F-Pace",7672,"SUV","Midsize SUV",19,8.98,6.95368421052632,5.28
"567",1977,"Lifan","Lifan 820","LifanLifan 820",316,"Passenger Car","Midsize",21,1.198,1.02657142857143,0.768
"568",1993,"Dongfeng","Dongfeng Fengguang","DongfengDongfeng Fengguang",133715,"Van","Mini Van",171,1.01,0.599345029239766,0.429
"569",1995,"Chery","Chery Arrizo 7","CheryChery Arrizo 7",3559,"Passenger Car","Midsize",130,1.269,0.968246153846154,0.729
"570",2003,"BAIC Motor","BAIC EV Series","BAIC MotorBAIC EV Series",2438,"Passenger Car","Compact",35,2.469,2.22265714285714,1.769
"571",2017,"BAIC Motor","BAIC Senova X55","BAIC MotorBAIC Senova X55",4260,"SUV","Compact SUV",48,1.198,0.96425,0.768
"572",2030,"GAC","Trumpchi GA8","GACTrumpchi GA8",2161,"Passenger Car","Midsize Upper",15,2.998,2.11866666666667,1.498
"573",2033,"Geely","Englon C5 Sedan","GeelyEnglon C5 Sedan",7,"Passenger Car","Compact",NA,NA,NA,NA
"574",2081,"JMC Ford","Ford Tourneo","JMC FordFord Tourneo",2659,"MPV","Large MPV",7,2.658,2.06885714285714,1.769
"575",2113,"BYD","BYD Song","BYDBYD Song",35600,"SUV","Compact SUV",67,2.8,1.36367164179104,0.899
"576",2147,"Dongfeng Yueda Kia","Kia KX5","Dongfeng Yueda KiaKia KX5",16754,"SUV","Midsize SUV",32,2.318,1.81175,1.568
"577",2158,"Beijing Hyundai","Hyundai Lingdong Elantra","Beijing HyundaiHyundai Lingdong Elantra",39520,"Passenger Car","Midsize",36,1.518,1.26688888888889,0.998
"578",2160,"Changan Peugeot-Citroen","Citroen DS 4S","Changan Peugeot-CitroenCitroen DS 4S",697,"Luxury Car","Compact Luxury",14,2.299,1.87328571428571,1.499
"579",2170,"BYD","BYD Yuan","BYDBYD Yuan",12415,"SUV","Compact SUV",37,2.498,1.06991891891892,0.599
"580",2236,"JMC","JMC Yusheng S330","JMCJMC Yusheng S330",10708,"SUV","Midsize SUV",16,1.408,1.1305,0.888
"581",2254,"Zhengzhou Nissan","Fengdu MX5","Zhengzhou NissanFengdu MX5",2258,"SUV","Compact SUV",9,1.356,1.19811111111111,1.036
"582",2255,"Zotye","Zotye Damai X7","ZotyeZotye Damai X7",5717,"SUV","Midsize SUV",12,1.619,1.244,0.899
"583",2258,"GQ Honda","Acura CDX","GQ HondaAcura CDX",6320,"SUV","Compact SUV",12,3.128,2.73633333333333,2.298
"584",62,"Bentley","Bentley Mulsanne","BentleyBentley Mulsanne",137,"Luxury Car","Large Luxury",48,92.8,60.9067583333333,49.8
"585",75,"BMW","BMW X5","BMWBMW X5",26872,"Luxury SUV","Large Luxury SUV",174,19.53,11.1747414965986,0
"586",78,"BMW","BMW Z4","BMWBMW Z4",53,"Sports Car","Compact Sports",72,9.28,7.22983333333333,5.38
"587",101,"BYD","BYD F6","BYDBYD F6",5,"Passenger Car","Midsize",90,1.598,1.09644444444444,0.798
"588",107,"BYD","BYD S6","BYDBYD S6",211,"SUV","Midsize SUV",199,1.369,1.0484472361809,0.799
"589",110,"Cadillac","Cadillac ATS","CadillacCadillac ATS",10,"Luxury Car","Compact Luxury",8,4.38,3.605,3.08
"590",119,"Changan Car","Changan Alsvin","Changan CarChangan Alsvin",1,"Passenger Car","Compact",81,0.719,0.625351351351351,0.539
