"","modelIdx","stdMake","stdModel","cp","numb","Segment","Subsegment","highprice","meanprice","lowprice","type","typedif","typeper","oil","level"
"298",975,"Volvo","Volvo V40","VolvoVolvo V40",5004,"Luxury Car","Compact Luxury",3.709,2.87072413793103,2.239,"旅行车",1,1,6.83103448275862,"紧凑型车"
"299",1009,"Zhonghua","Zhonghua H220","ZhonghuaZhonghua H220",12,"Passenger Car","Compact Basic",0.798,0.634363636363636,0.548,"轿车",1,1,6.37272727272727,"小型车"
"300",1010,"Zhonghua","Zhonghua H230","ZhonghuaZhonghua H230",21,"Passenger Car","Compact Basic",1.798,0.704882352941177,0.558,"轿车",1,1,6.3875,"小型车"
"301",1012,"Zhonghua","Zhonghua H330","ZhonghuaZhonghua H330",21,"Passenger Car","Compact Upper",0.898,0.717047619047619,0.658,"轿车",1,1,6.42380952380952,"紧凑型车"
"302",1022,"Zotye","Zotye T200","ZotyeZotye T200",13,"SUV","Compact SUV",0.63,0.52875,0.46,"SUV",1,1,6.775,"小型车"
"303",1068,"Zotye","Zotye 2008","ZotyeZotye 2008",1,"SUV","Compact SUV",1.198,0.533901408450704,0.438,"SUV",1,1,7.09565217391304,"小型车"
"304",1079,"Audi","Audi S7","AudiAudi S7",19,"Luxury Car","Large Luxury",13.58,13.5228571428571,13.48,"掀背轿跑车",1,1,9.82857142857143,"中大型车"
"305",1123,"Beijing Mercedes-Benz","Mercedes-Benz E-Class","Beijing Mercedes-BenzMercedes-Benz E-Class",62872,"Luxury Car","Midsize Luxury",7.98,5.68801619433198,3.98,"轿车",1,1,8.06227848101266,"中大型车"
"306",1147,"BMW","BMW M5","BMWBMW M5",9,"Luxury Car","Midsize Luxury",19.78,17.764,15.97,"轿车",1,1,10.2,"中大型车"
"307",1221,"Mercedes-Benz","Mercedes-Benz CLA AMG","Mercedes-BenzMercedes-Benz CLA AMG",397,"Luxury Car","Compact Luxury",6.32,6.01888888888889,5.98,"轿车",1,1,7.63333333333333,"紧凑型车"
"308",1252,"BMW","MINI Paceman","BMWMINI Paceman",15,"Passenger Car","Compact Basic",3.89,3.54538461538462,3.31,"SUV",1,1,7.86923076923077,"小型车"
"309",1258,"Denza","Denza","DenzaDenza",724,"Passenger Car","Compact",4.328,3.99173333333333,3.69,"轿车",1,1,NA,"中型车"
"310",1269,"GAC","Trumpchi GA3","GACTrumpchi GA3",2980,"Passenger Car","Midsize",1.748,0.93003821656051,0.698,"轿车",1,1,6.78726114649682,"紧凑型车"
"311",1289,"Chrysler","Jeep Cherokee","ChryslerJeep Cherokee",1574,"SUV","Midsize SUV",5.299,4.4415,3.719,"SUV",1,1,9.15,"中型车"
"312",1317,"Shanghai Volkswagen Skoda","Skoda Rapid Spaceback","Shanghai Volkswagen SkodaSkoda Rapid Spaceback",12629,"Passenger Car","Midsize Basic",1.369,1.04686516853933,0.699,"轿车",1,1,6.00337078651685,"紧凑型车"
"313",1328,"Volkswagen","Volkswagen Caravelle","VolkswagenVolkswagen Caravelle",446,"MPV","Large MPV",4.188,3.79009090909091,3.518,"MPV",1,1,10.0909090909091,"中大型车"
"314",1466,"GMC","GMC Yukon","GMCGMC Yukon",19,"SUV","Large SUV",6.5,6.5,6.5,"越野车",1,1,NA,"大型车"
"315",1470,"FAW Car","Hongqi L5","FAW CarHongqi L5",1,"Luxury Car","Large Luxury",50,50,50,"轿车",1,1,NA,"大型车"
"316",1493,"Toyota","Lexus RC","ToyotaLexus RC",129,"Passenger Car","Sporty",12.86,9.74,4.88,"跑车",1,1,9.96666666666667,"中型车"
"317",1514,"Bentley","Bentley EXP 9 F","BentleyBentley EXP 9 F",274,"Luxury SUV","Large Luxury SUV",48,41.85,39.8,"SUV",1,1,12.8,"中大型车"
"318",1516,"Lamborghini","Lamborghini Huracan","LamborghiniLamborghini Huracan",89,"Sports Car","Large Sports",43.8,41.3104615384615,29.9,"跑车",1,1,12.3,"大型车"
"319",1536,"Chrysler","Dodge Challenger","ChryslerDodge Challenger",100,"Sports Car","Midsize Sports",5.999,5.45908695652174,4.59,"跑车",1,1,NA,"大型车"
"320",1583,"SGM-Wuling","Baojun 730","SGM-WulingBaojun 730",146152,"MPV","Midsize MPV",1.028,0.777765432098765,0.608,"MPV",1,1,7.11728395061728,"紧凑型车"
"321",1601,"Dongfeng","Future CM7","DongfengFuture CM7",911,"MPV","Midsize MPV",2.299,1.71282352941176,1.299,"MPV",1,1,10.1058823529412,"中型车"
"322",1684,"GAC Gonow","GAC Gonow Yuexuang","GAC GonowGAC Gonow Yuexuang",1,"SUV","Compact SUV",1.518,1.19889430894309,0.898,"SUV",1,1,9.91212121212121,"中型车"
"323",1687,"Haima","Haima M6","HaimaHaima M6",7076,"Passenger Car","Midsize",1.028,0.883,0.698,"轿车",1,1,7.73,"中型车"
"324",1826,"Volvo China","Volvo XC60","Volvo ChinaVolvo XC60",21627,"Luxury SUV","Compact Luxury SUV",5.399,4.28117391304348,3.589,"SUV",1,1,7.91739130434783,"中型车"
"325",1857,"Volvo","Volvo S90","VolvoVolvo S90",4032,"Luxury Car","Large Luxury",7.128,6.413,5.698,"轿车",1,1,7.8,"中大型车"
"326",1858,"BAIC Yinxiang","BAIC Huansu H2","BAIC YinxiangBAIC Huansu H2",14101,"MPV","Compact MPV",0.668,0.538909090909091,0.428,"客车",1,1,6.81818181818182,"微型客车"
"327",1861,"BAIC Motor","BAIC Senova D80","BAIC MotorBAIC Senova D80",13,"Passenger Car","Midsize Upper",2.688,2.35133333333333,2.048,"轿车",1,1,8.8,"中大型车"
"328",1878,"Qoros","Qoros 3 SUV","QorosQoros 3 SUV",1021,"SUV","Compact SUV",1.799,1.55577419354839,1.279,"SUV",1,1,6.86129032258065,"紧凑型车"
"329",1919,"Dongfeng Infiniti","Infiniti QX50","Dongfeng InfinitiInfiniti QX50",4150,"Luxury SUV","Midsize Luxury SUV",4.498,3.973,3.498,"SUV",1,1,10.3,"中型车"
"330",1932,"Dongfeng Yueda Kia","Kia KX3","Dongfeng Yueda KiaKia KX3",14635,"SUV","Compact SUV",1.868,1.474,1.128,"SUV",1,1,7.154,"小型车"
"331",1933,"GAC","Trumpchi GS4","GACTrumpchi GS4",174802,"SUV","Compact SUV",2.198,1.31516981132075,0.998,"SUV",1,1,6.50943396226415,"紧凑型车"
"332",2020,"Changan Ford","Ford Taurus","Changan FordFord Taurus",16451,"Passenger Car","Midsize Upper",3.698,2.8584347826087,2.338,"轿车",1,1,8.31304347826087,"中大型车"
"333",2038,"JAC","JAC Refine S2","JACJAC Refine S2",12418,"SUV","Compact SUV",0.788,0.634341463414634,0.398,"SUV",1,1,6.55609756097561,"小型车"
"334",2091,"Dongfeng","Future Joyear X5","DongfengFuture Joyear X5",29608,"SUV","Compact SUV",1.089,0.9265,0.799,"SUV",1,1,6.984375,"紧凑型车"
"335",2109,"SGM-Cadillac","Cadillac CT6","SGM-CadillacCadillac CT6",5234,"Luxury Car","Large Luxury",8.188,5.87125,4.399,"轿车",1,1,7.50714285714286,"大型车"
"336",2159,"Changan Car","Changan CS15","Changan CarChangan CS15",37512,"SUV","Compact SUV",0.779,0.66,0.539,"SUV",1,1,6.34,"小型车"
"337",2162,"GAC Fiat","Jeep Renegade","GAC FiatJeep Renegade",18339,"SUV","Compact SUV",2.028,1.66876923076923,1.348,"SUV",2,0.884615384615385,7.47307692307692,"小型车"
"338",2167,"BAIC Motor","BAIC EU Series","BAIC MotorBAIC EU Series",3409,"Passenger Car","Compact",2.569,2.369,2.059,"轿车",1,1,NA,"紧凑型车"
"339",2172,"FAW Mazda","Mazda CX-4","FAW MazdaMazda CX-4",37674,"SUV","Compact SUV",2.158,1.72933333333333,1.408,"SUV",1,1,6.56666666666667,"紧凑型车"
"340",2196,"BAIC Motor","BAIC Senova X35","BAIC MotorBAIC Senova X35",29224,"SUV","Compact SUV",0.888,0.774666666666667,0.658,"SUV",1,1,6.6,"小型车"
"341",2207,"FAW Jilin","FAW Jilin Xenia R7","FAW JilinFAW Jilin Xenia R7",26467,"SUV","Compact SUV",0.999,0.820304347826087,0.669,"SUV",1,1,6.3304347826087,"小型车"
"342",2228,"Ferrari Maserati","Ferrari GTC4 Lusso","Ferrari MaseratiFerrari GTC4 Lusso",13,"Sports Car","Large Sports",53.88,47.88,35.88,"跑车",1,1,15,"中大型车"
"343",2292,"Chery Jaguar Land Rover","Jaguar XFL","Chery Jaguar Land RoverJaguar XFL",10435,"Luxury Car","Midsize Luxury",6.88,5.0625,3.88,"轿车",1,1,8.1,"中大型车"
"344",2298,"Dongfeng Peugeot","Peugeot 4008","Dongfeng PeugeotPeugeot 4008",22907,"SUV","Midsize SUV",2.737,2.277,1.857,"SUV",1,1,6.5,"紧凑型车"
"345",2299,"Shanghai Volkswagen","Volkswagen Cross Santana","Shanghai VolkswagenVolkswagen Cross Santana",250,"Passenger Car","Midsize Basic",1.299,1.15233333333333,1.029,"轿车",1,1,6.08888888888889,"紧凑型车"
"346",2329,"GAC Fiat","Jeep Compass","GAC FiatJeep Compass",34661,"SUV","Midsize SUV",2.418,1.863,1.598,"SUV",1,1,7.51666666666667,"紧凑型车"
"347",2334,"Dongfeng Renault","Renault Koleos","Dongfeng RenaultRenault Koleos",24041,"SUV","Midsize SUV",2.698,2.20514285714286,1.798,"SUV",1,1,7.42857142857143,"紧凑型车"
"348",2367,"Lifan","Lifan X80","LifanLifan X80",152,"SUV","Midsize SUV",1.499,1.319,1.099,"SUV",1,1,8.6,"中型车"
"349",2368,"SAIC","Roewe ei6","SAICRoewe ei6",426,"Passenger Car","Compact",2.228,2.13466666666667,2.018,"轿车",1,1,1.5,"紧凑型车"
"350",2372,"SGM-Chevrolet","Chevrolet Equinox","SGM-ChevroletChevrolet Equinox",13959,"SUV","Large SUV",2.499,2.10733333333333,1.749,"SUV",1,1,7.28333333333333,"中型车"
"351",2396,"Yogomo","Yogomo E330","YogomoYogomo E330",78,"Passenger Car","Compact Mini",NA,NA,NA,NA,NA,NA,NA,NA
"352",2405,"Geely","Geely Vision X1","GeelyGeely Vision X1",4612,"SUV","Compact SUV",0.579,0.4915,0.399,"SUV",1,1,5.55,"小型车"
"353",1,"Honda","Acura ILX","HondaAcura ILX",1,"Luxury Car","Compact Luxury",3.28,3.14363636363636,2.98,"轿车",1,1,6.07272727272727,"紧凑型车"
"354",27,"Audi","Audi Q5","AudiAudi Q5",1106,"Luxury SUV","Midsize Luxury SUV",6.78,5.70349928571428,2.82,"SUV",1,1,9.59,"中型车"
"355",29,"Audi","Audi R8","AudiAudi R8",44,"Sports Car","Midsize Sports",26.28,23.2534,18.23,"跑车",2,0.54,13.882,"中大型车"
"356",77,"BMW","BMW X6","BMWBMW X6",4900,"Luxury SUV","Large Luxury SUV",21.68,12.4018481012658,0,"SUV",1,1,10.3986666666667,"中大型车"
"357",81,"BMW","MINI Clubman","BMWMINI Clubman",3058,"Passenger Car","Compact Basic",4.128,3.269,2.358,"轿车",1,1,6.46936936936937,"小型车"
"358",104,"BYD","BYD L3","BYDBYD L3",71,"Passenger Car","Midsize Basic",1.188,0.79032,0.549,"轿车",1,1,6.688,"紧凑型车"
"359",130,"Changan Car","Changan Mini Van","Changan CarChangan Mini Van",497,"Van","Mini Van",1.58,0.578867647058824,0.439,"轿车",1,1,6.40357142857143,"小型车"
"360",135,"Changan Car","Changan Star","Changan CarChangan Star",31934,"Van","Mini Van",0.99,0.425444776119403,0.23,"客车",3,0.922525107604017,6.81099137931034,"微型客车"
"361",141,"Changan Ford","Ford Fiesta","Changan FordFord Fiesta",8,"Passenger Car","Compact Upper",1.229,1.00877021276596,0.789,"轿车",1,1,6.11106382978723,"小型车"
"362",156,"Changan Suzuki","Suzuki S-Cross","Changan SuzukiSuzuki S-Cross",5724,"SUV","Compact SUV",1.648,1.308,1.098,"SUV",1,1,5.72352941176471,"紧凑型车"
"363",157,"Changan Suzuki","Suzuki Swift","Changan SuzukiSuzuki Swift",8262,"Passenger Car","Compact Basic",1.028,0.80932967032967,0.598,"轿车",1,1,6.92857142857143,"小型车"
"364",166,"Greatwall","Haval H3","GreatwallHaval H3",1,"SUV","Compact SUV",1.588,1.20195161290323,0.898,"SUV",1,1,9.595,"中型车"
"365",184,"Greatwall","Greatwall Tengyi C50","GreatwallGreatwall Tengyi C50",1,"Passenger Car","Midsize Basic",1.008,0.838666666666667,0.739,"轿车",1,1,6.35238095238095,"紧凑型车"
"366",194,"Changhe Suzuki","Suzuki Wagon R","Changhe SuzukiSuzuki Wagon R",11739,"Passenger Car","Compact Mini",1.43,0.536604278074866,0.32,"客车",2,0.852941176470588,5.61219512195122,"微型客车"
"367",210,"Chery","Chery Karry","CheryChery Karry",346,"Truck","Pickup Truck",0.858,0.453947928994083,0.302,"客车",4,0.662721893491124,6.86013114754098,"微型客车"
"368",246,"Chrysler","Dodge Journey","ChryslerDodge Journey",2615,"SUV","Midsize SUV",4.086,3.14056944444444,2.199,"SUV",2,0.902777777777778,10.12,"中型车"
"369",270,"Dongfeng Citroen","Citroen C4L","Dongfeng CitroenCitroen C4L",6012,"Passenger Car","Midsize",1.899,1.55037931034483,1.239,"轿车",1,1,6.91034482758621,"紧凑型车"
"370",277,"Dongfeng","Fengshen A60","DongfengFengshen A60",4196,"Passenger Car","Midsize",1.398,0.984914893617021,0.697,"轿车",1,1,6.91170212765957,"紧凑型车"
"371",284,"Dongfeng","Future Lingzhi","DongfengFuture Lingzhi",37707,"MPV","Midsize MPV",1.898,1.13417945205479,0.499,"MPV",1,1,8.86964788732394,"中型车"
"372",295,"Dongfeng Nissan","Nissan March","Dongfeng NissanNissan March",4,"Passenger Car","Compact Mini",0.929,0.754263157894737,0.598,"轿车",1,1,6.27368421052632,"小型车"
"373",297,"Dongfeng Nissan","Nissan Qashqai","Dongfeng NissanNissan Qashqai",81237,"SUV","Midsize SUV",2.198,1.78650299401198,1.398,"SUV",1,1,8.05868263473054,"紧凑型车"
"374",303,"Dongfeng Nissan","Nissan Tiida","Dongfeng NissanNissan Tiida",34867,"Passenger Car","Midsize",1.798,1.30855650319829,0.999,"轿车",1,1,7.55884861407249,"紧凑型车"
"375",349,"FAW Audi","Audi Q3","FAW AudiAudi Q3",41874,"Luxury SUV","Compact Luxury SUV",4.288,3.20330434782609,2.342,"SUV",1,1,7.49782608695652,"紧凑型车"
"376",377,"FAW Jilin","FAW Jilin Xenia S80","FAW JilinFAW Jilin Xenia S80",230,"SUV","Compact SUV",0.895,0.755505263157895,0.499,"SUV",1,1,7.46514522821577,"紧凑型车"
"377",402,"Ferrari Maserati","Ferrari Berlinetta","Ferrari MaseratiFerrari Berlinetta",7,"Sports Car","Large Sports",53.08,53.08,53.08,"跑车",1,1,15.1,"大型车"
"378",408,"Fiat","Fiat Freemont","FiatFiat Freemont",1,"SUV","Large SUV",3.758,2.95626086956522,2.498,"SUV",1,1,10.5363636363636,"中型车"
"379",414,"Ford","Ford Explorer","FordFord Explorer",7727,"SUV","Large SUV",8.38,5.18317391304348,2.183,"SUV",1,1,10.6285714285714,"大型车"
"380",429,"Foton","Foton Midi","FotonFoton Midi",2,"Van","Mini Van",0.878,0.731848275862069,0.593,"MPV",1,1,8.4226582278481,"小型车"
"381",462,"Geely","Emgrand EC7","GeelyEmgrand EC7",112382,"Passenger Car","Midsize",1.138,0.925687074829932,0.698,"轿车",1,1,7.28620689655172,"紧凑型车"
"382",466,"Geely","Gleagle GC7","GeelyGleagle GC7",6,"Passenger Car","Midsize Basic",0.899,0.730612903225807,0.369,"轿车",1,1,7.78888888888889,"紧凑型车"
"383",540,"Hyundai","Hyundai H-1","HyundaiHyundai H-1",59,"MPV","Midsize MPV",2.498,2.32133333333333,2.118,"MPV",1,1,NA,"中大型车"
"384",567,"Jaguar","Jaguar XJ","JaguarJaguar XJ",2304,"Luxury Car","Large Luxury",20.98,16.7166666666667,12.98,"轿车",1,1,13.65,"大型车"
"385",571,"Chrysler","Jeep Compass","ChryslerJeep Compass",614,"SUV","Midsize SUV",2.869,2.49677777777778,2.219,"SUV",1,1,8.66666666666667,"中型车"
"386",597,"Kia","Kia Cadenza","KiaKia Cadenza",12,"Passenger Car","Midsize Basic",3.246,2.78465753424658,2.29,"轿车",1,1,8.79583333333333,"中大型车"
"387",603,"Kia","Kia VQ","KiaKia VQ",1,"MPV","Midsize MPV",3.25,2.96975,2.75,"MPV",1,1,9.48,"紧凑型车"
"388",617,"Landwind","Landwind X5","LandwindLandwind X5",5623,"SUV","Compact SUV",1.338,1.1001568627451,0.898,"SUV",1,1,8.29803921568628,"紧凑型车"
"389",623,"Toyota","Lexus GS","ToyotaLexus GS",1041,"Luxury Car","Midsize Luxury",10.34,7.35202247191011,4.59,"轿车",1,1,8.9,"中大型车"
"390",629,"Toyota","Lexus RX","ToyotaLexus RX",16557,"Luxury SUV","Midsize Luxury SUV",9.688,6.96452083333333,4.18,"SUV",1,1,9.77333333333333,"中型车"
"391",708,"Mitsubishi","Mitsubishi Lancer","MitsubishiMitsubishi Lancer",4,"Passenger Car","Compact",2.85,2.5075,2.18,"轿车",1,1,8.55,"紧凑型车"
"392",722,"Nissan","Nissan GT-R","NissanNissan GT-R",25,"Sports Car","Midsize Sports",23.5,16.72675,14.8,"跑车",1,1,11.7805555555556,"中大型车"
"393",747,"Porsche","Porsche Boxster","PorschePorsche Boxster",3666,"Sports Car","Compact Sports",10.72,8.18238636363636,5.98,"敞篷跑车",1,1,10.9878787878788,"紧凑型车"
"394",771,"SAIC","Roewe 550","SAICRoewe 550",182,"Passenger Car","Midsize",2.598,1.47792531120332,0.998,"轿车",1,1,8.21719457013575,"紧凑型车"
"395",824,"SGM-Chevrolet","Chevrolet Aveo","SGM-ChevroletChevrolet Aveo",11,"Passenger Car","Compact Upper",1.148,0.914042553191489,0.739,"轿车",1,1,6.60425531914894,"小型车"
"396",825,"SGM-Chevrolet","Chevrolet Captiva","SGM-ChevroletChevrolet Captiva",4470,"SUV","Large SUV",2.638,2.12085714285714,1.799,"SUV",1,1,10.02,"中型车"
"397",837,"SGM-Wuling","Wuling Rongguang","SGM-WulingWuling Rongguang",131431,"Van","Mini Van",0.55,0.485990963855422,0.378,"客车",1,1,7.2683734939759,"微型客车"
"398",865,"Shanghai Volkswagen Skoda","Skoda Yeti","Shanghai Volkswagen SkodaSkoda Yeti",8731,"SUV","Midsize SUV",2.418,1.97905263157895,1.298,"SUV",1,1,6.96947368421053,"紧凑型车"
"399",896,"Southeast","Southeast V6 Lingshi","SoutheastSoutheast V6 Lingshi",112,"Passenger Car","Compact",1.148,0.90416935483871,0.748,"轿车",1,1,6.45967741935484,"紧凑型车"
"400",911,"Subaru","Subaru Forester","SubaruSubaru Forester",11001,"SUV","Midsize SUV",3.698,2.8305,2.298,"SUV",1,1,8.80265957446809,"中型车"
"401",916,"Subaru","Subaru XV","SubaruSubaru XV",2128,"Passenger Car","Compact",2.378,2.1858313253012,1.898,"SUV",1,1,7.30843373493976,"中型车"
"402",942,"Toyota","Toyota Sequoia","ToyotaToyota Sequoia",81,"SUV","Large SUV",11,7.20454054054054,3.135,"越野车",1,1,16.4857142857143,"大型车"
"403",948,"Dongfeng Nissan","Venucia D50","Dongfeng NissanVenucia D50",2870,"Passenger Car","Compact",0.888,0.783208333333333,0.678,"轿车",1,1,6.55833333333333,"紧凑型车"
"404",964,"Volkswagen","Volkswagen Phaeton","VolkswagenVolkswagen Phaeton",361,"Luxury Car","Large Luxury",25.318,11.8713282442748,6.76,"轿车",1,1,12.3104651162791,"大型车"
"405",992,"Haima","Haima Aishang","HaimaHaima Aishang",657,"Passenger Car","Compact Mini",1.238,0.445777777777778,0.358,"轿车",1,1,5.7,"微型车"
"406",999,"Zhengzhou Nissan","Nissan NV200","Zhengzhou NissanNissan NV200",4771,"MPV","Midsize MPV",1.428,1.12776923076923,0.798,"MPV",1,1,7.29230769230769,"小型车"
"407",1008,"Zhonghua","Zhonghua Grandeur","ZhonghuaZhonghua Grandeur",176,"Passenger Car","Midsize",2.528,1.50543362831858,0.988,"轿车",1,1,8.66548672566372,"中型车"
"408",1080,"BMW","BMW M3","BMWBMW M3",117,"Luxury Car","Compact Luxury",12.97,11.18275,9.68,"轿车",3,0.40625,11.5034482758621,"中型车"
"409",1097,"Dongfeng Nissan","Nissan Bluebird","Dongfeng NissanNissan Bluebird",25739,"Passenger Car","Midsize",2.538,1.72513888888889,1.059,"轿车",1,1,7.45833333333333,"中型车"
"410",1124,"Beijing Mercedes-Benz","Mercedes-Benz GLK-Class","Beijing Mercedes-BenzMercedes-Benz GLK-Class",2,"Luxury SUV","Midsize Luxury SUV",5.58,4.70285714285714,3.78,"SUV",1,1,10.6526315789474,"中型车"
"411",1130,"Fujian Mercedes-Benz","Mercedes-Benz Vito","Fujian Mercedes-BenzMercedes-Benz Vito",4567,"MPV","Large MPV",3.89,3.46036363636364,2.99,"MPV",1,1,11.2928571428571,"大型车"
"412",1146,"Audi","Audi S8","AudiAudi S8",14,"Luxury Car","Large Luxury",19.88,19.8407142857143,19.8,"轿车",1,1,11.5857142857143,"大型车"
"413",1209,"BMW","BMW 2 Series","BMWBMW 2 Series",2463,"Luxury Car","Compact Luxury",4.29,3.47996153846154,2.76,"轿跑车",2,0.576923076923077,6.05384615384615,"紧凑型车"
"414",1212,"Audi","Audi S6","AudiAudi S6",123,"Luxury Car","Midsize Luxury",14,12.3356,9.998,"轿车",2,0.7,12.09,"中大型车"
"415",1230,"Dongfeng Peugeot","Peugeot 2008","Dongfeng PeugeotPeugeot 2008",7810,"SUV","Compact SUV",1.637,1.25201612903226,0.997,"SUV",1,1,6.87741935483871,"小型车"
"416",1251,"BMW","MINI JCW Countryman","BMWMINI JCW Countryman",3,"SUV","Compact SUV",4.56,4.304,4.16,"SUV",1,1,8.12,"小型车"
"417",1266,"Ford","Ford Expedition","FordFord Expedition",1,"SUV","Large SUV",8.2,8.2,8.2,"SUV",1,1,NA,"大型车"
"418",1308,"Porsche","Porsche Macan","PorschePorsche Macan",17065,"Luxury SUV","Compact Luxury SUV",5.88,5.73,5.58,"SUV",1,1,7.9,"中型车"
"419",1371,"Brabus","Brabus GL-class","BrabusBrabus GL-class",1,"Luxury SUV","Large Luxury SUV",19.3,19.25,19.2,"越野车",1,1,NA,"大型车"
"420",1478,"Audi","Audi RS7","AudiAudi RS7",41,"Luxury Car","Large Luxury",18.98,17.812,16.988,"掀背跑车",1,1,10.0857142857143,"中大型车"
"421",1480,"Beijing Hyundai","Hyundai ix25","Beijing HyundaiHyundai ix25",30101,"SUV","Compact SUV",1.868,1.55733333333333,1.198,"SUV",1,1,7.49333333333333,"小型车"
"422",1486,"BYD","BYD G5","BYDBYD G5",611,"Passenger Car","Compact",1.029,0.895666666666667,0.759,"轿车",1,1,6.5,"紧凑型车"
"423",1507,"JAC","JAC Refine S5","JACJAC Refine S5",2610,"SUV","Compact SUV",1.895,1.17636666666667,0.895,"SUV",1,1,7.91333333333333,"紧凑型车"
"424",1529,"BYD","BYD Tang","BYDBYD Tang",5219,"SUV","Midsize SUV",5.188,3.19957142857143,2.513,"SUV",1,1,2.17142857142857,"中型车"
"425",1582,"Ford","Lincoln MKC","FordLincoln MKC",9864,"Luxury SUV","Compact Luxury SUV",4.858,3.88652941176471,2.988,"SUV",1,1,8.82941176470588,"紧凑型车"
"426",1683,"GAC Gonow","GAC Gonow Yimei","GAC GonowGAC Gonow Yimei",2,"Van","Mini Van",0.968,0.413973684210526,0.298,"客车",2,0.842105263157895,7,"微型客车"
"427",1712,"FAW Car","Besturn B30","FAW CarBesturn B30",8086,"Passenger Car","Compact",0.928,0.792193548387097,0.658,"轿车",1,1,6.51935483870968,"紧凑型车"
"428",1740,"Changan Car","Changan Benni","Changan CarChangan Benni",11793,"Passenger Car","Compact Mini",0.599,0.479015873015873,0.299,"轿车",1,1,6.52222222222222,"微型车"
"429",1757,"Dongfeng","Fengshen A30","DongfengFengshen A30",908,"Passenger Car","Compact",0.857,0.7522,0.597,"轿车",1,1,6.152,"紧凑型车"
"430",1767,"Zhonghua","Zhonghua V3","ZhonghuaZhonghua V3",19489,"SUV","Compact SUV",1.177,0.8305,0.657,"SUV",1,1,7.05,"小型车"
"431",1768,"Zotye","Zotye Yun100","ZotyeZotye Yun100",785,"Passenger Car","Compact Mini",1.699,1.62566666666667,1.589,"轿车",1,1,NA,"微型车"
"432",1772,"Changan Car","Changan Alsvin V7","Changan CarChangan Alsvin V7",25980,"Passenger Car","Compact",0.879,0.716804878048781,0.529,"轿车",1,1,6.54634146341463,"紧凑型车"
"433",1781,"Jaguar","Jaguar XE","JaguarJaguar XE",2563,"Luxury Car","Midsize Luxury",6.1,4.76375,3.98,"轿车",1,1,7.69375,"中型车"
"434",1835,"Dongfeng Nissan","Venucia T70","Dongfeng NissanVenucia T70",30410,"SUV","Compact SUV",1.338,1.15426923076923,0.898,"SUV",1,1,7.80384615384615,"紧凑型车"
"435",1873,"Foton","Foton Jiatu","FotonFoton Jiatu",7245,"Van","Mini Van",0.799,0.473483333333333,0.338,"客车",2,0.9,6.35666666666667,"微型客车"
"436",1893,"Nissan","Infiniti Q50","NissanInfiniti Q50",412,"Luxury Car","Midsize Luxury",5.498,4.278,3.258,"轿车",1,1,8.25,"中型车"
"437",1957,"Mercedes-Benz","Mercedes-Benz V-Class","Mercedes-BenzMercedes-Benz V-Class",28,"MPV","Large MPV",NA,NA,NA,NA,NA,NA,NA,NA
"438",1969,"Changan Mazda","Mazda 3 Axela","Changan MazdaMazda 3 Axela",60880,"Passenger Car","Midsize",1.629,1.38995890410959,1.129,"轿车",1,1,5.91506849315069,"紧凑型车"
"439",1971,"Changan Mazda","Mazda 3 Xingcheng","Changan MazdaMazda 3 Xingcheng",269,"Passenger Car","Midsize",1.538,1.20353191489362,0.948,"轿车",1,1,7.04042553191489,"紧凑型车"
"440",2015,"Huasong","Huasong 7","HuasongHuasong 7",3072,"MPV","Midsize MPV",NA,NA,NA,NA,NA,NA,NA,NA
"441",2022,"Chevrolet","Chevrolet Suburban","ChevroletChevrolet Suburban",7,"SUV","Large SUV",NA,NA,NA,NA,NA,NA,NA,NA
"442",2034,"Greatwall","Haval H6 Couple","GreatwallHaval H6 Couple",48254,"SUV","Midsize SUV",1.718,1.46704109589041,1.228,"SUV",1,1,7.92328767123288,"紧凑型车"
"443",2041,"McLaren","McLaren 540C","McLarenMcLaren 540C",38,"Sports Car","Large Sports",22.5,22.5,22.5,"跑车",1,1,NA,"中型车"
"444",2052,"Zotye","Zotye E30","ZotyeZotye E30",382,"Passenger Car","Compact Mini",1.798,1.648,1.198,"轿车",1,1,NA,"微型车"
"445",2083,"SAIC","Roewe 360","SAICRoewe 360",29084,"Passenger Car","Midsize Basic",1.299,0.931121212121212,0.759,"轿车",1,1,5.77096774193548,"紧凑型车"
"446",2084,"Zotye","Zotye D1","ZotyeZotye D1",610,"Passenger Car","Compact Mini",1.588,1.588,1.588,"轿车",1,1,NA,"微型车"
"447",2111,"Chery Jaguar Land Rover","Land Rover Discovery Sport","Chery Jaguar Land RoverLand Rover Discovery Sport",21559,"Luxury SUV","Midsize Luxury SUV",5.18,4.39157894736842,3.68,"SUV",1,1,8.5,"中型车"
"448",2123,"Changan Car","Changan CX70","Changan CarChangan CX70",54491,"SUV","Midsize SUV",0.849,0.769,0.689,"SUV",1,1,7.9,"中型车"
"449",2131,"Changhe","Changhe Q25","ChangheChanghe Q25",3440,"SUV","Compact SUV",0.759,0.634714285714286,0.559,"SUV",1,1,6.3,"小型车"
"450",2132,"Dongfeng Honda","Honda Greiz","Dongfeng HondaHonda Greiz",18556,"Passenger Car","Compact",1.198,0.992,0.798,"轿车",1,1,5.46,"紧凑型车"
